branch,marks10th,marks12th,gender,board10th,board12th,category,gpa_1,rank,normalized_rank,cgpa,current_back,ever_back,gpa_2,gpa_3,gpa_4,gpa_5,gpa_6,olympiads_qualified,technical_projects,tech_quiz,engg_coaching,ntse_scholarships,miscellany_tech_events,average_gpa,engagement_score,gpa_cgpa_ratio,academic_performance_index,total_backlogs
eee,0.8787878787878789,0.5994962216624684,male,cbse,cbse,gen,0.018856977081520163,29226.0,0.31643798273512036,0.4583333333333337,0.0,0.0,0.019685039370078733,0.03305519897304236,0.028235294117647053,0.034424083769633504,0.6552380952380952,1,1,1,1,1,0,0.028890275687382977,0.34285714285714286,0.012070770052939828,0.3286887646922877,0.0
eee,0.7995337995337994,0.7254408060453399,female,cbse,cbse,gen,0.033362344067304914,34133.0,0.4056156292594276,0.6346153846153848,0.0,0.0,0.03210175651120532,0.044448010269576385,0.04132352941176469,0.03520942408376962,0.6076190476190475,1,1,1,1,0,0,0.03707646562167319,0.42857142857142855,0.0184983613289654,0.4545468776076932,0.0
eee,0.3240093240093238,0.35264483627204024,male,"bihar school examination board,patna","bihar school examination board,patna",gen,0.018856977081520163,43162.0,0.5697046796910495,0.45512820512820507,0.0,0.0,0.016959418534221685,0.035943517329910135,0.036029411764705865,0.034424083769633504,0.6438095238095238,1,1,1,1,0,0,0.030615616166807358,0.34285714285714286,0.012212488637699886,0.32767914217166044,0.0
eee,0.4358974358974361,0.31738035264483644,male,"bihar shool examination board ,patna","bihar school examination board ,patna",gen,0.0137800986364955,28995.0,0.31223989095865523,0.4358974358974359,0.0,0.0,0.019685039370078733,0.037869062901155326,0.03441176470588235,0.03350785340314136,0.5238095238095237,1,1,1,1,0,0,0.028743438199772403,0.34285714285714286,0.007878593436588421,0.3132811238799688,0.0
eee,0.5431235431235433,0.6801007556675065,female,cbse,cbse,obc,0.029881055990716568,47000.0,0.6394547932757838,0.45192307692307687,0.0,0.0,0.009842519685039366,0.031129653401797172,0.035147058823529406,0.03115183246073297,0.5828571428571427,1,1,1,1,0,0,0.025476304100436803,0.45714285714285713,0.023552412242445614,0.3219859372113851,0.0
eee,0.7762237762237763,0.7607052896725441,male,cbse,cbse,gen,0.029881055990716568,40780.0,0.5264152657882782,0.7019230769230769,0.0,0.0,0.025893397940642035,0.04541078305519897,0.04044117647058823,0.04096858638743456,0.7847619047619045,1,1,1,0,1,0,0.04060056532432729,0.17142857142857143,0.0124434723088971,0.502873655258181,0.0
eee,0.7296037296037297,0.5340050377833754,male,cbse,cbse,gen,0.023063533507397732,26742.0,0.27129486597001357,0.2660256410256412,0.0,1.0,0.009085402786190189,0.022625160462130936,0.01970588235294117,0.01649214659685863,0.3219047619047619,1,1,1,0,1,0,0.010352042876546355,0.17142857142857143,0.025960420224657152,0.18483381125236628,1.0
eee,0.7249417249417249,0.4382871536523931,female,cbse,cbse,gen,0.010298810559907168,33750.0,0.3986551567469333,0.29807692307692313,0.0,0.0,0.008025439127801334,0.024550706033376127,0.036029411764705865,0.02133507853403141,0.5361904761904761,1,1,1,1,0,0,0.020098381116699038,0.2571428571428571,0.010361086648735654,0.21335129252473942,0.0
eee,0.9440559440559442,0.7909319899244334,male,cbse,cbse,gen,0.02828546562228025,34806.0,0.4178464334393458,0.628205128205128,0.0,0.0,0.028619018776499097,0.048138639281129644,0.04044117647058823,0.03678010471204188,0.6438095238095238,1,1,0,1,0,0,0.03799419991923936,0.08571428571428572,0.013982642421661542,0.45079946578389496,0.0
eee,0.8275058275058278,0.5088161209068012,male,c.b.s.e,c.b.s.e,gen,0.019727299100667256,43314.0,0.5724670604270786,0.33333333333333326,0.0,3.0,0.011659600242277413,0.02551347881899871,0.028235294117647053,0.02866492146596858,0.41714285714285704,1,1,1,1,0,0,0.01901545464557103,0.17142857142857143,0.018831597267070233,0.23666701425874057,3.0
eee,0.6923076923076925,0.1309823677581865,male,cbse,cbse,gen,0.013054830287206276,35935.0,0.4383643798273513,0.2692307692307694,0.0,0.0,0.016959418534221685,0.01989730423620026,0.028235294117647053,0.02212041884816754,0.4266666666666665,1,0,1,1,0,0,0.017363532909951906,0.17142857142857143,0.014759686046170853,0.19180435687800032,0.0
eee,0.4365967365967367,0.10856423173803531,male,bihar board,bihar board,gen,0.005221932114882505,38204.0,0.47960018173557495,0.1724358974358975,0.0,2.0,0.008176862507571173,0.026476251604621304,0.022205882352941173,0.01714659685863873,0.41714285714285704,1,1,1,1,0,0,0.013655886347784557,0.6,0.010718066949003027,0.12323397739013903,2.0
eee,0.4172494172494172,0.4181360201511337,male,bihar school examination board,bihar school examination board,obc,0.01290977661734842,28219.0,0.2981372103589277,0.2403846153846152,0.0,0.0,0.011659600242277413,0.02936456996148909,0.02573529411764705,0.015575916230366499,0.5123809523809524,1,1,1,1,0,0,0.01743695165375718,0.34285714285714286,0.016038087488063735,0.17217343222929887,0.0
eee,0.7529137529137531,0.46347607052896733,male,cbse,cbse,gen,0.016536118363794608,27108.0,0.27794638800545207,0.19551282051282048,0.0,2.0,0.003028467595396725,0.014120667522464686,0.030882352941176458,0.014790575916230356,0.41714285714285704,1,1,1,1,0,0,0.01108623031459928,0.5142857142857142,0.022490480019092096,0.13722557786379538,2.0
eee,0.7995337995337994,0.5843828715365242,male,c.b.s.e.,c.b.s.e.,gen,0.020597621119814336,20821.0,0.16368923216719672,0.3782051282051284,0.0,0.0,0.019685039370078733,0.0274390243902439,0.03441176470588235,0.023691099476439784,0.47619047619047605,0,0,0,0,0,0,0.02268639183583565,0.0,0.017559349090881138,0.26978651826010347,0.0
eee,0.7156177156177159,0.4030226700251889,male,cbse,cbse,gen,0.01624601102407891,25505.0,0.24881417537482964,0.4455128205128205,0.0,0.0,0.013476680799515445,0.03690629011553273,0.03955882352941176,0.034424083769633504,0.5242857142857142,1,1,0,1,0,0,0.028569068683234833,0.17142857142857143,0.009980586554375878,0.31972249468998915,0.0
eee,0.86013986013986,0.7773299748110831,male,cbse,cbse,gen,0.035973310124746166,44626.0,0.5963107678328033,0.5929487179487183,0.0,0.0,0.022410660205935795,0.04910141206675224,0.03441176470588235,0.03350785340314136,0.500952380952381,1,1,1,1,0,0,0.031533350464373555,0.34285714285714286,0.022847843297733664,0.4223368125453607,0.0
eee,0.9114219114219115,0.8261964735516372,male,central board of secondary education,central board of secondary education,gen,0.03249202204815782,20917.0,0.1654338936846888,0.5416666666666667,0.0,0.0,0.025893397940642035,0.044448010269576385,0.032647058823529404,0.02539267015706806,0.6190476190476188,0,0,0,0,0,0,0.03087258177012589,0.0,0.02185616150737653,0.38689751275795364,0.0
eee,0.5897435897435899,0.4080604534005039,male,rbse,rbse,gen,0.008558166521612995,20530.0,0.158400726942299,0.2051282051282055,0.0,3.0,0.0036341611144760783,0.022625160462130936,0.02735294117647058,0.022905759162303654,0.3695238095238096,0,0,0,0,0,0,0.013655886347784557,0.0,0.012909033805938316,0.14553912935490546,3.0
eee,0.6829836829836831,0.6246851385390426,male,icse,cbse,gen,0.03756890049318247,18135.0,0.11487505679236715,0.528846153846154,0.0,0.0,0.02498485766202302,0.03690629011553273,0.030882352941176458,0.02945026178010471,0.5352380952380953,0,0,0,0,0,0,0.02800925076171945,0.0,0.027450571883239724,0.3761968144992615,0.0
it,0.8041958041958042,0.6448362720403027,male,cbse,cbse,gen,0.021467943138961415,38603.0,0.4868514311676513,0.5000000000000002,0.0,0.0,0.022410660205935795,0.03690629011553273,0.030882352941176458,0.03193717277486911,0.6914285714285713,1,0,1,1,0,0,0.031092838001541778,0.17142857142857143,0.01286179114416501,0.358619653273294,0.0
it,0.8741258741258742,0.49874055415617113,female,cbse,cbse,gen,0.030751378009863647,33053.0,0.38598818718764194,0.5801282051282051,0.0,0.0,0.016959418534221685,0.0415596919127086,0.033970588235294114,0.02787958115183245,0.7866666666666664,0,0,1,0,0,1,0.032304247274329095,0.14285714285714285,0.018412912994096198,0.41411565793118804,0.0
it,0.6396270396270396,0.14483627204030225,male,b.s.e.b,b.s.e.b,obc,0.00623730780388744,67894.0,1.0,0.35576923076923106,0.0,4.0,0.012568140520896429,0.03209242618741977,0.02308823529411763,0.02212041884816754,0.6552380952380952,0,0,0,0,0,0,0.02220917000110123,0.0,0.0034391768442450926,0.2541534643891922,4.0
it,0.4592074592074593,0.6322418136020154,male,cbse,andhra pradesh board,obc,0.0,37581.0,0.4682780554293505,0.19551282051282048,0.0,7.0,0.008025439127801334,0.024550706033376127,0.01617647058823528,0.02212041884816754,0.5466666666666666,1,1,1,1,1,1,0.015564773686722197,0.2857142857142857,0.003629640313009122,0.14028117710249652,7.0
it,0.8275058275058278,0.5289672544080606,female,cbse,cbse,obc,0.017116333043226004,67894.0,1.0,0.3076923076923077,0.0,4.0,0.01150817686250756,0.026315789473684195,0.017941176470588224,0.022054973821989524,0.6438095238095238,1,1,1,1,0,0,0.01910722807532761,0.5142857142857142,0.017294126222518233,0.21923539216212784,4.0
it,0.7195804195804194,0.1057934508816123,female,cbse,cbse,sc,0.009428488540760088,67894.0,1.0,0.262820512820513,0.0,4.0,0.004391278013325256,0.019736842105263164,0.01779411764705882,0.02133507853403141,0.7504761904761903,0,0,0,1,0,0,0.017693917257075698,0.17142857142857143,0.011069538431718942,0.18765621072781533,4.0
it,0.8694638694638694,0.7531486146095718,male,cbse,cbse,gen,0.026544821583986078,30080.0,0.33195820081781013,0.237179487179487,0.0,1.0,0.025893397940642035,0.0274390243902439,0.014411764705882346,0.0071989528795811525,0.299047619047619,1,1,1,1,1,0,0.01115964905840458,0.14285714285714285,0.03144773438648239,0.16570380451164862,1.0
it,0.7575757575757578,0.5440806045340052,male,c.b.s.e,c.b.s.e,sc,0.018856977081520163,67894.0,1.0,0.2500000000000002,0.0,5.0,0.009842519685039366,0.022625160462130936,0.019558823529411767,0.018717277486910988,0.48857142857142843,1,1,1,1,1,0,0.01433500972798353,0.3142857142857143,0.02216503691354277,0.17661739288123415,5.0
it,0.8648018648018647,0.5541561712846348,female,icse,cbse,gen,0.036698578474035376,34269.0,0.4080872330758747,0.7275641025641029,0.0,0.0,0.025893397940642035,0.046213093709884454,0.042058823529411746,0.04005235602094241,0.8457142857142856,0,0,0,0,0,0,0.04210564957233581,0.0,0.017620050594249356,0.5213947738046586,0.0
it,0.9393939393939394,0.6851385390428211,male,cbse,cbse,gen,0.02741514360313317,31228.0,0.3528214447978192,0.3717948717948716,0.0,2.0,0.012568140520896429,0.01989730423620026,0.029411764705882346,0.015706806282722516,0.6190476190476188,1,1,1,1,0,0,0.018501523438933937,0.19999999999999998,0.025038957130116057,0.2625577269758179,2.0
it,0.780885780885781,0.6498740554156173,male,cbse,cbse,gen,0.02741514360313317,36871.0,0.45537482962289866,0.5192307692307694,0.0,0.0,0.020593579648697763,0.024550706033376127,0.032647058823529404,0.03193717277486911,0.8342857142857141,1,1,1,1,1,0,0.03101941925773649,0.39999999999999997,0.017900014588107818,0.37169023910882854,0.0
it,0.5696969696969698,0.6297229219143576,male,i.c.s.e.,c.b.s.e,sc,0.017116333043226004,67894.0,1.0,0.3076923076923077,0.0,2.0,0.0072683222289521565,0.019736842105263164,0.02573529411764705,0.02787958115183245,0.5847619047619046,1,1,0,1,0,1,0.019015454645570973,0.4857142857142857,0.017294126222518233,0.21917277742362984,2.0
it,0.8461538461538463,0.8110831234256926,male,icse,isce,gen,0.022193211488250653,39139.0,0.49659245797364826,0.38782051282051255,0.0,0.0,0.020593579648697763,0.022625160462130936,0.02308823529411763,0.019633507853403134,0.7142857142857144,1,1,1,1,0,0,0.02242942623251712,0.42857142857142855,0.01876480448754407,0.2761715358054753,0.0
it,0.9067599067599068,0.6801007556675065,female,i.c.s.e,c.b.s.e,obc,0.03756890049318247,50893.0,0.7102044525215813,0.6955128205128209,0.0,0.0,0.026801938219261065,0.035943517329910135,0.03691176470588235,0.0425392670157068,0.9047619047619047,1,1,1,1,0,0,0.040527146580522005,0.42857142857142855,0.019775075098256087,0.4984500042586052,0.0
it,0.7955710955710957,0.5302267002518892,male,rajasthan board,rajasthan board,gen,0.02828546562228025,37430.0,0.46553384825079513,0.5256410256410258,0.0,0.0,0.025893397940642035,0.028401797175866494,0.032647058823529404,0.03848167539267014,0.6190476190476188,1,1,1,1,0,0,0.03087258177012589,0.5142857142857142,0.018466456805240172,0.3759636147360094,0.0
mech,0.5151515151515151,0.4735516372795969,male,cbse,cbse,gen,0.018856977081520163,23470.0,0.21183098591549304,0.362179487179487,0.0,0.0,0.020593579648697763,0.0274390243902439,0.02735294117647058,0.030235602094240824,0.5961904761904762,1,1,1,1,0,0,0.025292757240923586,0.5142857142857142,0.016497711904050083,0.2606308788115015,0.0
mech,0.6363636363636365,0.5591939546599498,male,cbse,cbse,gen,0.01087902523933855,20908.0,0.16527033166742394,0.35576923076923106,0.0,1.0,0.010751059963658383,0.024550706033376127,0.032647058823529404,0.024214659685863865,0.6438095238095238,1,1,1,1,1,1,0.02279651995154361,0.6,0.00835582490036943,0.2545541987155792,1.0
mech,0.850815850815851,0.7657430730478592,male,cbse,cbse,gen,0.01537568900493183,16319.0,0.0818718764198092,0.4294871794871795,0.0,0.0,0.011659600242277413,0.03963414634146341,0.03176470588235293,0.03350785340314136,0.7142857142857144,1,1,1,1,1,1,0.030211813075878252,0.6,0.009789988728204732,0.3099094004871587,0.0
mech,0.7762237762237763,0.6146095717884135,male,c.b.s.e.,c.b.s.e.,gen,0.03510298810559907,19611.0,0.14169922762380738,0.9102564102564104,0.0,0.0,0.03831011508176861,0.06322207958921695,0.05338235294117645,0.05235602094240836,0.9295238095238094,1,1,1,1,0,0,0.056899526449102455,0.2571428571428571,0.009137060024847987,0.656134707100696,0.0
mech,0.6550116550116549,0.7254408060453399,male,cbse,cbse,gen,0.025674499564839,23848.0,0.21870059064061798,0.48397435897435925,0.0,0.0,0.025893397940642035,0.03401797175866496,0.02397058823529412,0.03350785340314136,0.6666666666666667,1,1,1,1,1,0,0.029514335009728,0.45714285714285713,0.01778230322052482,0.34660878174918464,0.0
mech,0.8321678321678325,0.7438287153652394,male,icse,goa board for secondary and higher secondary education,gen,0.03162170002901074,11814.0,0.0,0.5801282051282051,0.0,0.0,0.02407631738340399,0.04541078305519897,0.03352941176470586,0.04175392670157066,0.4285714285714284,1,1,1,1,1,1,0.03179031606769206,0.37142857142857144,0.019251086702107678,0.41376501539559934,0.0
mech,0.5468531468531468,0.6045340050377834,male,u.p. board,u.p. board,gen,0.02741514360313317,19638.0,0.14218991367560202,0.7243589743589747,0.0,0.0,0.03028467595396729,0.05295250320924262,0.050735294117647045,0.04829842931937171,0.8342857142857141,0,0,0,0,0,0,0.04897030211813072,0.0,0.00930650489559659,0.5238915766399183,0.0
mech,0.7296037296037297,0.33249370277078105,male,cbse,cbse,obc,0.019727299100667256,54014.0,0.7669241253975467,0.137820512820513,0.0,2.0,0.012568140520896429,0.017971758664955068,0.01617647058823528,0.008246073298429316,0.33333333333333326,1,0,1,1,0,1,0.0071583275210160835,0.2857142857142857,0.02947998384964101,0.09518363417708309,2.0
mech,0.9020979020979025,0.8916876574307306,male,i.c.s.e.,i.s.c,gen,0.023933855526544826,21390.0,0.1740299863698319,0.48397435897435925,0.0,0.0,0.019685039370078733,0.031129653401797172,0.04044117647058823,0.03520942408376962,0.5123809523809524,1,0,1,1,0,1,0.028963694431188264,0.2857142857142857,0.016038087488063707,0.3462330933181968,0.0
mech,0.7062937062937065,0.7355163727959699,male,icse,isc,gen,0.022193211488250653,22221.0,0.18913221263062246,0.40384615384615397,0.0,0.0,0.01438522107813446,0.031129653401797172,0.03176470588235293,0.03599476439790575,0.4285714285714284,1,0,1,1,0,1,0.024118057340038884,0.2857142857142857,0.01799363103447872,0.28825754501578255,0.0
mech,0.3193473193473195,0.14105793450881632,male,bihar board,bihar board,sc,0.008558166521612995,67894.0,1.0,0.10897435897435925,0.0,3.0,0.0036341611144760783,0.01893453145057765,0.01705882352941175,0.01714659685863873,0.5123809523809524,1,1,1,1,1,1,0.011379905289820441,0.5428571428571428,0.017936738988503148,0.07838289570849033,3.0
mech,0.7389277389277391,0.6347607052896727,male,cbse,cbse,gen,0.023933855526544826,20427.0,0.15652885052248983,0.42307692307692313,0.0,0.0,0.015142337976983639,0.026476251604621304,0.032647058823529404,0.04175392670157066,0.6438095238095238,0,0,0,0,0,0,0.029220660034506796,0.0,0.018872438053313026,0.3048596021026029,0.0
mech,0.6503496503496502,0.3828715365239297,male,bseb,bseb,gen,0.006817522483318836,25729.0,0.25288505224897784,0.45512820512820507,0.0,0.0,0.009993943064809205,0.044448010269576385,0.037058823529411755,0.03926701570680627,0.6914285714285713,1,1,1,1,0,0,0.03340552843140851,0.34285714285714286,0.0,0.32958263022199885,0.0
mech,0.7948717948717947,0.6700251889168769,male,cbse,cbse,gen,0.024804177545691905,23141.0,0.2058518855065879,0.7403846153846152,0.0,0.0,0.02150211992731678,0.05471758664955069,0.05161764705882352,0.051570680628272234,0.7619047619047619,1,1,1,1,0,0,0.046987996035387836,0.34285714285714286,0.006330177878464377,0.5334729963103059,0.0
mech,0.8135198135198136,0.5541561712846348,male,cbse,cbse,gen,0.02741514360313317,26002.0,0.2578464334393459,0.6698717948717949,0.0,0.0,0.02528770442156268,0.03498074454428754,0.04558823529411764,0.04502617801047119,0.822857142857143,1,1,1,1,0,1,0.04122462464667229,0.45714285714285713,0.011454882318724408,0.4814316394360788,0.0
mech,0.5897435897435899,0.1309823677581865,male,cbse,bseb,gen,0.009428488540760088,23169.0,0.2063607451158564,0.21794871794871828,0.0,1.0,0.010751059963658383,0.031129653401797172,0.018823529411764697,0.01884816753926702,0.7619047619047619,1,1,1,1,0,0,0.021621820050658908,0.2571428571428571,0.013255427206679132,0.1597212070740849,1.0
mech,0.8414918414918415,0.740554156171285,female,cbse,cbse,gen,0.033362344067304914,19960.0,0.14804179918218996,0.6153846153846152,0.0,0.0,0.027710478497880067,0.035943517329910135,0.04044117647058823,0.04096858638743456,0.7619047619047619,1,1,1,1,0,1,0.038434712382071134,0.45714285714285713,0.019343621651116624,0.44235289811112993,0.0
mech,0.407925407925408,0.4231738035264483,male,bseb,cbse,gen,0.021467943138961415,24002.0,0.22149931849159477,0.6474358974358976,0.0,0.0,0.011659600242277413,0.05102695763799743,0.04470588235294118,0.04659685863874345,0.7619047619047619,1,1,1,1,0,1,0.040637274696229964,0.45714285714285713,0.006790660896391715,0.46572344787896996,0.0
mech,0.9160839160839163,0.6901763224181361,male,cbse,cbse,gen,0.02741514360313317,22319.0,0.19091322126306226,0.596153846153846,0.0,0.0,0.01438522107813446,0.043485237483953776,0.03691176470588235,0.04502617801047119,0.7504761904761903,1,1,1,1,0,1,0.03696633750596526,0.45714285714285713,0.014511336796988697,0.4282303846688293,0.0
mech,0.5058275058275059,0.33753148614609585,male,bseb,bseb,gen,0.014505366985784737,24842.0,0.23676510676965018,0.4326923076923077,0.0,0.0,0.02498485766202302,0.040596919127086004,0.03,0.030235602094240824,0.56,1,1,1,1,0,0,0.029330788150214726,0.34285714285714286,0.008758693346692381,0.31149507860196696,0.0
mech,0.6596736596736597,0.7455919395465995,male,cbse,cbse,gen,0.02828546562228025,18405.0,0.11978191731031351,0.6698717948717949,0.0,0.0,0.027710478497880067,0.042522464698331194,0.042058823529411746,0.0425392670157068,0.8095238095238095,0,0,0,0,0,1,0.04170184648140671,0.11428571428571428,0.012263683230960748,0.4817572360762683,0.0
mech,0.732867132867133,0.7909319899244334,male,i.c.s.e.,c.b.s.e.,gen,0.026544821583986078,23334.0,0.20935938209904592,0.7756410256410258,0.0,0.0,0.029527559055118113,0.05471758664955069,0.050735294117647045,0.0475130890052356,0.822857142857143,1,1,1,1,0,0,0.04875004588671489,0.2571428571428571,0.006587981156331024,0.5587297749377446,0.0
mech,0.8834498834498836,0.7556675062972291,male,haryana board,cbse board,gen,0.019727299100667256,19368.0,0.13728305315765565,0.3974358974358976,0.0,0.0,0.017867958812840715,0.02936456996148909,0.03176470588235293,0.034424083769633504,0.6190476190476188,0,0,0,0,0,0,0.02778899453030359,0.0,0.015736391909689826,0.28638857534692386,0.0
mech,0.27272727272727293,0.4130982367758189,male,bseb,bseb,obc,0.020597621119814336,38781.0,0.49008632439800104,0.40064102564102577,0.0,1.0,0.015142337976983639,0.026476251604621304,0.022205882352941173,0.026963350785340304,0.7028571428571428,1,1,1,1,0,1,0.02360412613340182,0.2857142857142857,0.016489997927837716,0.28572012287580506,1.0
prod,0.5151515151515151,0.09571788413098248,male,c.b.s.e,c.b.s.e,gen,0.011024078909196391,41047.0,0.5312676056338029,0.3044871794871795,0.0,5.0,0.011205330102967898,0.017008985879332486,0.02397058823529412,0.02945026178010471,0.6190476190476188,1,1,1,1,0,0,0.020006607686942457,0.34285714285714286,0.010849363971534312,0.21766223699501913,5.0
prod,0.6410256410256412,0.344080604534005,male,"bihar school examination board, patna","board of secondary education, rajasthan",obc,0.017986655062373083,42777.0,0.5627078600636075,0.41025641025641035,0.0,0.0,0.012568140520896429,0.024550706033376127,0.026617647058823524,0.03193717277486911,0.7504761904761903,1,1,1,1,0,0,0.02595352593517125,0.6,0.0133379540805003,0.2938833989945197,0.0
prod,0.8041958041958042,0.6317380352644835,female,cbse,cbse,gen,0.024804177545691905,41105.0,0.5323216719672876,0.55224358974359,0.0,0.0,0.02422774076317384,0.03690629011553273,0.042058823529411746,0.03769633507853404,0.6800000000000002,1,1,1,1,0,1,0.03571821886127527,0.4857142857142857,0.013876351401698808,0.39741994364512995,0.0
prod,0.5710955710955712,0.4181360201511337,male,b.s.e.b,h.s.e.b,obc,0.023933855526544826,67894.0,1.0,0.5448717948717949,0.0,0.0,0.02150211992731678,0.03209242618741977,0.03441176470588235,0.0425392670157068,0.6800000000000002,1,1,1,1,0,1,0.03340552843140851,0.6571428571428571,0.013345454451076877,0.39081245914488655,0.0
prod,0.5850815850815851,0.23173803526448378,male,cbse,cbse,st,0.008558166521612995,67894.0,1.0,0.17628205128205132,0.0,3.0,0.00893397940642035,0.01893453145057765,0.01617647058823528,0.01884816753926702,0.4647619047619047,1,1,0,1,0,1,0.012003964612165477,0.39999999999999997,0.014368237542645504,0.12473104762244211,3.0
prod,0.8694638694638694,0.6095717884130984,male,cbse,cbse,gen,0.017986655062373083,36706.0,0.4523761926397094,0.3782051282051284,0.0,0.0,0.013476680799515445,0.02551347881899871,0.026617647058823524,0.03193717277486911,0.6076190476190475,0,1,0,1,0,1,0.02364083550530449,0.37142857142857144,0.01482107820580976,0.2704377115404824,0.0
prod,0.8741258741258742,0.5994962216624684,male,icse,cbse,gen,1.0,39792.0,0.5084597910040891,0.4711538461538465,0.0,2.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.5961904761904762,1,1,1,1,0,1,1.0,0.4857142857142857,1.0,1.0000000000000002,2.0
prod,0.5990675990675993,0.16120906801007573,male,central board of secondary education,central board of secondary education,obc,0.0137800986364955,67894.0,1.0,0.3205128205128205,0.0,0.0,0.0054512416717141104,0.024550706033376127,0.029117647058823512,0.02539267015706806,0.5961904761904762,1,1,0,1,0,1,0.0200433170588451,0.22857142857142856,0.013072288780657915,0.2286211809123625,0.0
prod,0.7855477855477857,0.6649874055415619,male,cbse,cbse,gen,0.020597621119814336,40000.0,0.5122398909586553,0.5769230769230773,0.0,0.0,0.016959418534221685,0.03498074454428754,0.04382352941176469,0.04005235602094241,0.7866666666666664,1,1,1,1,1,1,0.03667266253074408,0.2857142857142857,0.008764481362177168,0.41490933987930306,0.0
ece,0.7657342657342658,0.5617128463476071,male,cbse,cbse,gen,0.020597621119814336,67894.0,0.32947751022262606,0.39583333333333326,0.0,0.0,0.016959418534221685,0.031129653401797172,0.03022058823529411,0.02787958115183245,0.56,1,1,1,1,0,0,0.0246136338607246,0.3142857142857143,0.01671737823320403,0.2831287155926993,0.0
