student_id_perf,latest_cgpa,mean_cgpa,min_cgpa,max_cgpa,mean_sgpa,total_backlogs,semesters_attended,theory_gp_mean,practical_marks_mean,th_attendance_rate,pr_attendance_rate,sgpa_sem_1,sgpa_sem_2,sgpa_sem_3,sgpa_sem_4,sgpa_sem_5,sgpa_sem_6,sgpa_sem_7,sgpa_sem_8,certification_course,gender_x,department,height_cm,weight_kg,10th_mark,12th_mark,college_mark,hobbies,daily_studing_time,prefer_to_study_in,salary_expectation,do_you_like_your_degree,willingness_to_pursue_a_career_based_on_their_degree,social_medai_video,travelling_time,stress_level,financial_status,part_time_job,student_id_research,gender_y,branch,current_back,ever_back,olympiads_qualified,technical_projects,tech_quiz,engg_coaching,ntse_scholarships,miscellany_tech_events,study_hours_day,stress_numeric,travel_mins,social_hours,average_marks,academic_risk_score,study_efficiency,at_risk_student,cgpa_band
1,6.45,3.5892,0.0,8.74,3.4212,12.0,8,4.7,31.6,0.88,0.62,0.0,6.9,0.0,0.0,6.0,3.42,6.0,8.64,No,Male,BCA,100.0,58.0,79.0,64.5,80.0,Video Games,0 - 30 minute,Morning,40000.0,No,50%,1.30 - 2 hour,30 - 60 minutes,Bad,Bad,No,,,,,,,,,,,,0.25,2.0,45.0,1.75,74.5,59.49,14.36,True,Fail
2,6.45,3.5828,0.0,8.09,3.4176,12.0,8,4.54,32.56,0.86,0.6,0.0,0.0,8.2,0.0,6.0,6.0,6.0,6.0,No,Female,BCA,90.0,40.0,70.0,80.0,70.0,Cinema,30 - 60 minute,Morning,15000.0,Yes,75%,1 - 1.30 hour,0 - 30 minutes,Bad,Bad,No,,,,,,,,,,,,0.75,2.0,15.0,1.25,73.33333333333333,59.53,4.78,True,Fail
5,6.45,3.692352941176471,0.0,8.45,3.476078431372549,8.0,8,4.647058823529412,31.58823529411765,0.9411764705882352,0.6666666666666666,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,Yes,Male,BCA,159.0,78.0,70.25,61.0,55.0,Cinema,1 - 2 Hour,Anytime,13000.0,Yes,50%,More than 2 hour,30 - 60 minutes,Awful,Bad,No,,,,,,,,,,,,1.5,3.0,45.0,2.5,62.083333333333336,57.9,2.46,True,Fail
6,6.45,3.7092,0.0,9.18,3.447,8.0,8,4.36,32.56,0.88,0.6,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,Yes,Female,BCA,147.0,20.0,70.0,59.0,58.0,Reading books,1 - 2 Hour,Anytime,1500000.0,No,50%,1.30 - 2 hour,0 - 30 minutes,Bad,good,No,,,,,,,,,,,,1.5,2.0,15.0,1.75,62.333333333333336,52.8,2.47,True,Fail
1108,6.45,3.5166000000000004,0.0,6.45,3.3646,4.0,8,4.98,39.6,0.88,0.66,4.9,0.0,0.0,0.0,6.0,5.62,6.0,6.0,No,Male,BCA,170.0,54.0,40.0,65.0,30.0,Video Games,30 - 60 minute,Morning,50000.0,Yes,25%,1.30 - 2 hour,30 - 60 minutes,Good,good,No,,,,,,,,,,,,0.75,1.0,45.0,1.75,45.0,36.91,4.69,True,Fail
1141,6.45,3.276862745098039,0.0,7.85,3.1135294117647057,6.0,8,4.901960784313726,28.764705882352946,0.9411764705882352,0.5490196078431373,0.0,0.0,0.0,0.0,6.0,6.0,5.79,6.0,Yes,Female,BCA,139.0,33.0,90.0,75.0,70.0,Cinema,30 - 60 minute,Night,20000.0,Yes,50%,30 - 60 Minute,0 - 30 minutes,Bad,good,No,,,,,,,,,,,,0.75,2.0,15.0,1.0,78.33333333333333,49.28,4.37,True,Fail
1142,6.45,3.5338,0.0,8.66,3.2896,4.0,8,4.68,36.94,0.9,0.68,3.15,0.0,6.68,0.0,6.25,4.24,6.0,8.68,Yes,Male,BCA,165.0,50.0,70.0,63.0,3.0,Reading books,1 - 2 Hour,Morning,15000.0,Yes,75%,1 - 1.30 hour,1 - 1.30 hour,Good,good,No,,,,,,,,,,,,1.5,1.0,75.0,1.25,45.333333333333336,36.81,2.36,True,Fail
1143,9.18,3.6504,0.0,9.18,3.4432,7.0,8,5.1,27.96,0.9,0.54,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,No,Male,BCA,152.0,43.0,61.6,61.67,75.0,Sports,1 - 2 Hour,Morning,25000.0,Yes,50%,1 - 1.30 hour,1 - 1.30 hour,Good,good,No,,,,,,,,,,,,1.5,1.0,75.0,1.25,66.09,45.14,2.43,True,Fail
1145,6.45,3.283137254901961,0.0,8.86,3.1107843137254902,7.0,8,5.313725490196078,30.7843137254902,1.0,0.6470588235294118,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,No,Male,BCA,190.0,85.0,88.2,67.5,60.0,Video Games,0 - 30 minute,Morning,20000.0,Yes,75%,1.30 - 2 hour,1 - 1.30 hour,Bad,Bad,No,,,,,,,,,,,,0.25,2.0,75.0,1.75,71.89999999999999,52.24,13.13,True,Fail
1146,6.45,3.6162,0.0,8.69,3.4966000000000004,5.0,8,5.3,39.14,0.94,0.72,0.0,5.72,0.0,6.15,6.0,4.0,6.0,6.0,No,Male,BCA,150.0,84.0,60.0,65.0,70.0,Video Games,0 - 30 minute,Anytime,20000.0,Yes,75%,30 - 60 Minute,30 - 60 minutes,Good,good,No,,,,,,,,,,,,0.25,1.0,45.0,1.0,65.0,39.34,14.46,True,Fail
1147,6.45,3.522,0.0,9.73,3.3054,7.0,8,4.06,34.3,0.86,0.62,3.12,0.0,0.0,0.0,6.0,6.0,6.0,6.0,No,Male,BCA,99.0,50.0,75.0,70.0,60.0,Video Games,1 - 2 Hour,Morning,18000.0,Yes,75%,1 - 1.30 hour,0 - 30 minutes,Good,Bad,No,67.0,Female,CSE,0.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,1.5,1.0,15.0,1.25,68.33333333333333,45.87,2.35,True,Fail
1148,6.45,3.651746031746032,0.0,8.69,3.395555555555555,5.0,8,5.53968253968254,33.36507936507937,0.8888888888888888,0.6031746031746031,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,No,Female,BCA,152.0,51.0,60.0,55.0,65.0,Cinema,2 - 3 hour,Night,20000.0,Yes,75%,1 - 1.30 hour,2 - 2.30 hour,Bad,Bad,No,,,,,,,,,,,,2.5,2.0,45.0,1.25,60.0,44.13,1.46,True,Fail
1149,6.45,3.7311111111111113,0.0,9.07,3.5644444444444443,7.0,8,4.592592592592593,39.0,0.8888888888888888,0.7222222222222222,2.56,0.0,9.55,0.0,6.0,6.0,6.0,6.0,Yes,Female,BCA,158.0,64.0,59.0,54.0,80.0,Reading books,30 - 60 minute,Morning,18000.0,Yes,75%,1 - 30 Minute,30 - 60 minutes,Bad,good,No,,,,,,,,,,,,0.75,2.0,45.0,1.0,64.33333333333333,49.68,4.97,True,Fail
1150,6.45,3.469433962264151,0.0,7.18,3.304716981132076,4.0,8,5.415094339622642,35.20754716981132,0.9622641509433962,0.6792452830188679,0.0,0.0,0.0,7.48,6.0,6.0,6.0,6.0,No,Male,BCA,160.0,52.0,50.0,55.0,50.0,Cinema,0 - 30 minute,Anytime,17.0,Yes,75%,30 - 60 Minute,1.30 - 2 hour,Good,Awful,No,,,,,,,,,,,,0.25,1.0,105.0,1.0,51.666666666666664,37.17,13.88,True,Fail
1152,6.45,3.3675925925925925,0.0,7.91,3.1766666666666663,2.0,8,5.037037037037037,31.38888888888889,0.925925925925926,0.6296296296296297,0.0,0.0,0.0,0.0,6.0,6.0,5.03,6.0,Yes,Male,BCA,160.0,83.0,89.5,69.7,70.0,Cinema,30 - 60 minute,Anytime,60000.0,Yes,75%,1 - 30 Minute,30 - 60 minutes,Good,good,No,,,,,,,,,,,,0.75,1.0,45.0,1.0,76.39999999999999,31.76,4.49,True,Fail
1153,6.45,3.5182758620689656,0.0,7.77,3.288965517241379,2.0,8,4.431034482758621,34.01724137931034,0.896551724137931,0.6379310344827587,4.14,0.0,0.0,0.0,6.0,6.0,6.0,6.0,Yes,Male,BCA,156.0,68.0,54.0,48.0,60.0,Video Games,30 - 60 minute,Anytime,18000.0,Yes,75%,1 - 1.30 hour,more than 3 hour,Good,Bad,No,,,,,,,,,,,,0.75,1.0,45.0,1.25,54.0,30.9,4.69,True,Fail
1156,6.45,3.7038,0.0,9.59,3.4518,1.0,8,4.72,30.64,0.9,0.58,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,Yes,Male,BCA,153.0,52.0,83.0,76.0,75.0,Sports,1 - 2 Hour,Anytime,15000.0,Yes,75%,1.30 - 2 hour,30 - 60 minutes,Good,good,Yes,,,,,,,,,,,,1.5,1.0,45.0,1.75,78.0,26.84,2.47,True,Fail
1157,8.98,3.5707407407407405,0.0,8.98,3.400555555555556,4.0,8,4.518518518518518,38.55555555555556,0.8703703703703703,0.7037037037037037,0.0,0.0,0.0,0.0,8.53,6.0,6.0,6.0,Yes,Male,BCA,162.0,60.0,62.0,61.3,53.0,Cinema,0 - 30 minute,Night,0.0,Yes,100%,1 - 1.30 hour,1 - 1.30 hour,Bad,Bad,No,9.0,Male,EEE,1.0,9.0,3.0,2.0,1.0,2.0,1.0,0.0,0.25,2.0,75.0,1.25,58.76666666666667,41.6,14.28,True,Fail
1159,6.45,3.2216000000000005,0.0,9.18,3.0474,3.0,8,5.32,26.9,0.96,0.54,0.0,0.0,0.0,0.0,6.0,5.16,6.0,9.18,No,Male,BCA,150.0,60.0,60.0,65.0,60.0,Cinema,0 - 30 minute,Anytime,30000.0,Yes,100%,1 - 30 Minute,1 - 1.30 hour,Bad,Bad,No,,,,,,,,,,,,0.25,2.0,75.0,1.0,61.666666666666664,40.59,12.89,True,Fail
1160,7.64,3.302982456140351,0.0,7.95,3.099473684210526,2.0,8,4.228070175438597,40.89473684210526,0.8596491228070176,0.7368421052631579,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,Yes,Female,BCA,109.0,42.0,60.0,70.0,88.0,Cinema,30 - 60 minute,Anytime,20000.0,Yes,100%,1 - 30 Minute,30 - 60 minutes,Good,good,No,,,,,,,,,,,,0.75,1.0,45.0,1.0,72.66666666666667,32.13,4.4,True,Fail
1352,6.45,3.395593220338983,0.0,8.75,3.248305084745762,3.0,8,5.186440677966102,32.42372881355932,0.9830508474576272,0.6440677966101694,0.0,0.0,7.81,0.0,6.0,6.0,4.46,6.0,Yes,Male,BCA,160.0,50.0,65.0,65.0,50.0,Sports,30 - 60 minute,Anytime,10000.0,Yes,75%,30 - 60 Minute,1 - 1.30 hour,Bad,Bad,Yes,,,,,,,,,,,,0.75,2.0,75.0,1.0,60.0,39.6,4.53,True,Fail
1353,6.45,3.654137931034483,0.0,7.23,3.4429310344827586,3.0,8,4.793103448275862,39.56896551724138,0.8620689655172413,0.6896551724137931,2.87,0.0,0.0,0.0,6.0,6.0,6.0,6.0,No,Male,BCA,154.0,51.0,65.0,70.0,50.0,Cinema,1 - 2 Hour,Morning,20000.0,Yes,50%,1 - 30 Minute,1 - 1.30 hour,Good,Bad,No,,,,,,,,,,,,1.5,1.0,75.0,1.0,61.666666666666664,33.12,2.44,True,Fail
1354,6.45,3.3920689655172414,0.0,6.45,3.1710344827586203,3.0,8,4.862068965517241,34.36206896551724,0.913793103448276,0.6206896551724138,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,No,Female,BCA,142.0,42.0,78.0,60.0,60.0,Cinema,1 - 2 Hour,Anytime,25000.0,Yes,75%,1 - 1.30 hour,1 - 1.30 hour,Bad,good,No,,,,,,,,,,,,1.5,2.0,75.0,1.25,66.0,39.62,2.26,True,Fail
1366,6.45,3.4412000000000003,0.0,8.41,3.2564,5.0,8,5.013333333333334,33.32,0.8933333333333333,0.6266666666666667,0.0,0.0,0.0,5.78,6.0,7.86,6.0,6.0,No,Male,BCA,180.0,90.0,75.0,73.8,65.0,Video Games,1 - 2 Hour,Morning,18000.0,Yes,50%,1 - 1.30 hour,30 - 60 minutes,Good,good,No,,,,,,,,,,,,1.5,1.0,45.0,1.25,71.26666666666667,40.34,2.29,True,Fail
1368,0.0,1.556111111111111,0.0,5.55,1.52,0.0,2,3.611111111111111,37.05555555555556,1.0,0.8333333333333334,0.0,0.0,,,,,,,No,Male,BCA,167.0,85.0,75.0,60.0,80.0,Cinema,0 - 30 minute,Anytime,20000.0,Yes,50%,1.30 - 2 hour,2 - 2.30 hour,Awful,good,No,,,,,,,,,,,,0.25,3.0,45.0,1.75,71.66666666666667,46.11,6.22,True,Fail
1568,6.45,5.235,0.0,9.64,5.0228,14.0,8,4.96,33.98,0.86,0.52,0.0,0.0,6.0,6.0,6.0,6.0,5.85,6.0,No,Male,BCA,90.0,89.0,60.0,50.0,50.0,Sports,30 - 60 minute,Morning,18000.0,Yes,75%,30 - 60 Minute,30 - 60 minutes,Bad,good,Yes,,,,,,,,,,,,0.75,2.0,45.0,1.0,53.333333333333336,50.09,6.98,True,Poor
1776,6.45,4.9962,0.0,9.0,4.671,16.0,8,5.2,29.34,0.86,0.46,0.0,0.0,6.0,4.0,6.0,6.0,6.0,8.82,Yes,Male,BCA,175.0,73.0,90.0,90.0,80.0,Cinema,1 - 2 Hour,Anytime,30000.0,Yes,50%,0 Minute,1 - 1.30 hour,Good,Bad,No,,,,,,,,,,,,1.5,1.0,75.0,1.0,86.66666666666667,46.45,3.33,True,Poor
1981,6.45,4.906000000000001,0.0,8.56,4.590199999999999,22.0,8,5.38,27.64,0.9,0.5,0.0,0.0,6.0,3.7,7.03,6.0,6.0,6.0,No,Male,BCA,151.0,69.0,73.0,85.0,55.0,Sports,0 - 30 minute,Morning,15000.0,Yes,100%,1 - 1.30 hour,30 - 60 minutes,Good,good,No,,,,,,,,,,,,0.25,1.0,45.0,1.25,71.0,46.97,19.62,True,Poor
2118,7.98,4.965686274509804,0.0,8.6,4.738823529411765,14.0,8,5.294117647058823,25.725490196078432,0.9019607843137256,0.4313725490196078,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,No,Female,BCA,145.0,39.0,89.0,77.0,65.0,Sports,30 - 60 minute,Night,20000.0,Yes,100%,0 Minute,1 - 1.30 hour,Awful,Bad,Yes,79.0,Male,ECE,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.75,3.0,75.0,1.0,77.0,56.62,6.62,True,Poor
2132,6.45,4.818627450980392,0.0,7.38,4.521372549019608,8.0,8,5.235294117647059,32.78431372549019,0.8627450980392157,0.6470588235294118,7.55,0.0,6.0,6.0,7.41,6.0,6.0,6.0,No,Female,BCA,99.0,40.0,94.0,94.0,80.0,Reading books,30 - 60 minute,Night,15000.0,Yes,75%,1 - 1.30 hour,30 - 60 minutes,Good,Bad,No,,,,,,,,,,,,0.75,1.0,45.0,1.25,89.33333333333333,41.46,6.42,True,Poor
2189,6.45,5.1576,0.0,6.87,4.8354,7.0,8,4.9,34.74,0.82,0.6,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,No,Male,BCA,151.0,52.0,60.0,65.0,65.0,Sports,0 - 30 minute,Morning,30000.0,Yes,75%,30 - 60 Minute,1.30 - 2 hour,Good,good,No,,,,,,,,,,,,0.25,1.0,105.0,1.0,63.333333333333336,36.53,20.63,True,Poor
2191,6.45,5.336307692307693,0.0,8.39,5.0878461538461535,41.0,8,5.4,30.26153846153846,0.8923076923076924,0.4923076923076923,0.0,8.34,6.0,6.0,6.0,6.0,6.27,6.0,No,Male,BCA,158.0,63.0,78.0,60.0,75.0,Sports,30 - 60 minute,Anytime,30000.0,Yes,100%,30 - 60 Minute,2.30 - 3 hour,Good,Bad,No,,,,,,,,,,,,0.75,1.0,45.0,1.0,71.0,44.51,7.12,True,Poor
2197,0.0,0.3792857142857143,0.0,5.31,0.3957142857142857,0.0,2,5.142857142857143,19.857142857142858,1.0,0.4285714285714285,0.0,0.0,,,,,,,Yes,Male,BCA,160.0,60.0,69.0,60.0,50.0,Sports,0 - 30 minute,Anytime,20000.0,Yes,75%,1 - 30 Minute,1.30 - 2 hour,Good,Awful,No,,,,,,,,,,,,0.25,1.0,105.0,1.0,59.666666666666664,42.83,1.52,True,Fail
2200,6.45,4.912,0.0,7.01,4.6548,7.0,8,5.34,24.76,0.86,0.44,0.0,7.21,6.0,6.0,6.0,6.0,6.0,6.0,No,Male,BCA,163.0,55.0,85.6,70.0,65.0,Cinema,1 - 2 Hour,Anytime,15000.0,Yes,75%,1 - 1.30 hour,0 - 30 minutes,Awful,Bad,No,,,,,,,,,,,,1.5,3.0,15.0,1.25,73.53333333333333,47.93,3.27,True,Poor
2201,6.45,5.325,0.0,8.89,5.017777777777777,27.0,8,5.361111111111111,27.55555555555556,0.8611111111111112,0.4861111111111111,0.0,0.0,6.0,5.39,8.45,6.0,6.0,6.0,Yes,Male,BCA,160.0,70.0,65.0,60.0,65.0,Video Games,30 - 60 minute,Anytime,17000.0,Yes,75%,30 - 60 Minute,30 - 60 minutes,Bad,good,No,4.0,Female,CSE,1.0,11.0,2.0,0.0,2.0,2.0,0.0,1.0,0.75,2.0,45.0,1.0,63.333333333333336,49.57,7.1,True,Poor
2207,6.45,5.020576923076923,0.0,9.36,4.878846153846154,4.0,8,5.365384615384615,25.615384615384617,0.9230769230769232,0.4807692307692308,0.0,0.0,6.0,6.0,6.0,8.19,6.0,5.73,No,Male,BCA,144.0,50.0,70.0,60.0,60.0,Sports,0 - 30 minute,Morning,15000.0,Yes,50%,1 - 1.30 hour,1.30 - 2 hour,Bad,Bad,No,,,,,,,,,,,,0.25,2.0,105.0,1.25,63.333333333333336,33.31,20.08,True,Poor
2208,6.45,5.1772,0.0,7.33,4.863,4.0,8,4.82,29.56,0.84,0.52,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,No,Female,BCA,155.0,48.0,85.0,80.0,80.0,Sports,2 - 3 hour,Anytime,15000.0,Yes,100%,1 - 1.30 hour,1 - 1.30 hour,Good,good,No,,,,,,,,,,,,2.5,1.0,75.0,1.25,81.66666666666667,27.42,2.07,True,Poor
2219,6.45,4.763921568627451,0.0,7.55,4.467254901960785,3.0,8,5.392156862745098,26.37254901960784,0.8823529411764706,0.4901960784313725,5.15,0.0,6.0,4.79,6.0,6.0,6.0,6.0,No,Female,BCA,150.0,45.0,90.0,90.0,90.0,Cinema,0 - 30 minute,Night,25000.0,Yes,100%,1 - 1.30 hour,0 - 30 minutes,Awful,good,No,,,,,,,,,,,,0.25,3.0,15.0,1.25,90.0,36.78,19.06,True,Poor
2222,6.45,5.0886000000000005,0.0,6.75,4.7156,3.0,8,5.16,26.16,0.82,0.5,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,Yes,Male,BCA,185.0,72.0,79.0,65.0,75.0,Video Games,30 - 60 minute,Morning,40000.0,Yes,75%,More than 2 hour,30 - 60 minutes,Good,Bad,No,,,,,,,,,,,,0.75,1.0,45.0,2.5,73.0,24.92,6.78,True,Poor
2224,7.0,5.1008,0.0,9.31,4.9664,19.0,8,4.48,28.92,0.82,0.48,0.0,9.1,6.07,6.0,7.67,7.28,6.71,6.0,No,Male,BCA,165.0,50.0,77.0,87.0,60.0,Video Games,30 - 60 minute,Anytime,10000.0,No,25%,30 - 60 Minute,1 - 1.30 hour,Bad,Bad,No,,,,,,,,,,,,0.75,2.0,75.0,1.0,74.66666666666667,50.85,6.8,True,Poor
2225,6.45,5.245357142857143,0.0,9.5,4.814285714285715,34.0,8,4.553571428571429,28.696428571428573,0.8571428571428571,0.5,0.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,No,Female,BCA,175.0,43.0,54.0,51.0,66.0,Sports,30 - 60 minute,Morning,50000.0,Yes,50%,1 - 30 Minute,1 - 1.30 hour,Bad,good,No,,,,,,,,,,,,0.75,2.0,75.0,1.0,57.0,50.03,6.99,True,Poor
2234,6.45,4.746,0.0,8.08,4.456,18.0,8,4.8,28.58,0.86,0.46,0.0,0.0,6.85,6.0,6.0,6.0,6.0,6.0,No,Female,BCA,98.0,35.0,70.0,55.0,70.0,Reading books,1 - 2 Hour,Night,20000.0,Yes,75%,1.30 - 2 hour,30 - 60 minutes,Good,good,No,,,,,,,,,,,,1.5,1.0,45.0,1.75,65.0,47.88,3.16,True,Poor
2235,6.45,4.9172,0.0,8.27,4.6296,20.0,8,5.28,25.02,0.92,0.4,0.0,0.0,6.0,6.0,6.21,6.0,6.0,6.0,No,Female,Commerce,159.0,95.0,72.0,80.0,79.0,Cinema,0 - 30 minute,Anytime,10000.0,Yes,50%,More than 2 hour,0 - 30 minutes,Good,good,No,,,,,,,,,,,,0.25,1.0,15.0,2.5,77.0,46.9,19.67,True,Poor
2248,6.18,4.997540983606558,0.0,8.09,4.72655737704918,26.0,8,5.032786885245901,28.80327868852459,0.8688524590163934,0.4918032786885246,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,No,Male,Commerce,160.0,70.0,70.0,70.0,70.0,Cinema,3 - 4 hour,Anytime,20000.0,Yes,100%,1 - 30 Minute,0 - 30 minutes,Good,good,Yes,,,,,,,,,,,,3.5,1.0,15.0,1.0,70.0,46.44,1.43,True,Poor
2249,6.45,5.02280701754386,0.0,7.43,4.781578947368422,23.0,8,5.0701754385964914,29.68421052631579,0.7894736842105263,0.4912280701754385,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,Yes,Male,Commerce,160.0,65.0,70.0,75.0,70.0,Sports,0 - 30 minute,Anytime,20000.0,Yes,75%,1 - 1.30 hour,30 - 60 minutes,Good,good,Yes,,,,,,,,,,,,0.25,1.0,45.0,1.25,71.66666666666667,46.3,20.09,True,Poor
2250,6.45,4.782727272727273,0.0,8.43,4.424181818181818,34.0,8,5.0,33.43636363636364,0.8,0.5818181818181818,0.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,Yes,Female,B.com Accounting and Finance,154.0,45.0,64.0,88.0,70.0,Sports,1 - 2 Hour,Morning,10000.0,Yes,25%,1 - 1.30 hour,0 - 30 minutes,Bad,good,No,,,,,,,,,,,,1.5,2.0,15.0,1.25,74.0,52.67,3.19,True,Poor
2251,6.45,5.201304347826087,0.0,9.65,4.901739130434783,14.0,8,5.376811594202898,32.927536231884055,0.9130434782608696,0.5942028985507246,0.0,0.0,6.15,4.0,6.0,6.52,6.0,7.91,No,Male,B.com Accounting and Finance,160.0,80.0,75.0,75.0,75.0,Sports,30 - 60 minute,Anytime,30000.0,Yes,75%,More than 2 hour,1.30 - 2 hour,Good,good,No,,,,,,,,,,,,0.75,1.0,105.0,2.5,75.0,45.28,6.94,True,Poor
2257,6.45,5.440769230769231,0.0,9.55,5.194615384615385,34.0,8,4.673076923076923,29.78846153846154,0.8269230769230769,0.5384615384615384,6.89,0.0,6.0,6.0,6.0,6.0,6.0,6.0,No,Male,B.com Accounting and Finance,90.0,83.0,60.0,82.0,65.0,Video Games,0 - 30 minute,Anytime,100000.0,Yes,75%,30 - 60 Minute,1.30 - 2 hour,Awful,good,No,,,,,,,,,,,,0.25,3.0,105.0,1.0,69.0,53.91,21.76,True,Poor
2644,6.45,5.018867924528302,0.0,7.14,4.840943396226415,25.0,8,5.188679245283019,36.41509433962264,0.8301886792452831,0.5471698113207547,5.34,0.0,6.0,5.39,6.0,7.41,6.03,6.0,Yes,Male,B.com Accounting and Finance,156.0,70.0,66.0,65.0,60.0,Reading books,1 - 2 Hour,Morning,20000.0,Yes,50%,30 - 60 Minute,30 - 60 minutes,fabulous,good,No,,,,,,,,,,,,1.5,1.0,45.0,1.0,63.666666666666664,46.32,3.35,True,Poor
3039,6.45,4.965090909090909,0.0,8.59,4.65,28.0,8,5.3090909090909095,27.854545454545452,0.8181818181818182,0.4181818181818181,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,No,Male,B.com Accounting and Finance,155.0,55.0,73.0,72.0,1.0,Reading books,1 - 2 Hour,Night,15000.0,Yes,75%,1 - 30 Minute,30 - 60 minutes,Good,good,No,108.0,Male,ECE,0.0,0.0,4.0,1.0,3.0,4.0,0.0,5.0,1.5,1.0,45.0,1.0,48.666666666666664,46.63,3.31,True,Poor
3043,6.45,4.8929687500000005,0.0,7.41,4.6590625,50.0,8,5.296875,22.34375,0.890625,0.40625,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,Yes,Male,B.com Accounting and Finance,153.0,56.0,62.0,53.0,80.0,Sports,1 - 2 Hour,Morning,50000.0,Yes,75%,30 - 60 Minute,2 - 2.30 hour,Awful,Awful,Yes,,,,,,,,,,,,1.5,3.0,45.0,1.0,65.0,57.04,3.26,True,Poor
3049,6.45,5.173818181818182,0.0,9.2,4.832727272727273,30.0,8,5.327272727272727,25.30909090909091,0.8727272727272727,0.4909090909090909,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,Yes,Female,B.com Accounting and Finance,157.0,53.0,85.0,88.0,89.0,Sports,1 - 2 Hour,Anytime,8000.0,Yes,100%,0 Minute,1 - 1.30 hour,Bad,Bad,No,209.0,Male,MECH,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,1.5,2.0,75.0,1.0,87.33333333333333,50.44,3.45,True,Poor
3052,6.84,5.0326,0.0,8.32,4.752,29.0,8,4.66,34.56,0.78,0.56,0.0,8.15,6.0,6.0,6.13,6.0,6.0,6.0,No,Male,B.com Accounting and Finance,170.0,65.0,70.0,80.0,75.0,Reading books,More Than 4 hour,Anytime,15000.0,Yes,100%,1.30 - 2 hour,30 - 60 minutes,Bad,good,No,,,,,,,,,,,,5.0,2.0,45.0,1.75,75.0,51.24,1.01,True,Poor
3056,0.0,0.0,0.0,0.0,0.0,0.0,1,4.333333333333333,16.333333333333332,0.8333333333333334,0.3333333333333333,0.0,,,,,,,,Yes,Female,Commerce,159.0,67.0,98.0,80.0,85.0,Reading books,1 - 2 Hour,Anytime,15000.0,Yes,100%,1.30 - 2 hour,more than 3 hour,Good,Bad,No,,,,,,,,,,,,1.5,1.0,45.0,1.75,87.66666666666667,45.0,0.0,True,
3058,6.45,5.208518518518519,0.0,8.09,4.899629629629629,27.0,8,4.981481481481482,28.11111111111111,0.7962962962962963,0.4444444444444444,0.0,0.0,6.0,6.0,6.0,6.0,6.18,6.0,Yes,Female,Commerce,180.0,43.0,86.0,78.0,85.0,Reading books,1 - 2 Hour,Anytime,10000.0,Yes,75%,1.30 - 2 hour,30 - 60 minutes,Bad,good,No,180.0,Male,IT,0.0,5.0,4.0,1.0,3.0,3.0,1.0,0.0,1.5,2.0,45.0,1.75,83.0,50.24,3.47,True,Poor
3093,6.45,5.1586,0.0,9.57,4.8744,30.0,8,4.76,34.68,0.8,0.58,7.51,0.0,5.61,6.0,6.0,6.0,6.0,6.0,No,Male,Commerce,100.0,47.0,87.0,84.0,92.0,Sports,30 - 60 minute,Morning,20000.0,Yes,75%,1 - 1.30 hour,30 - 60 minutes,fabulous,Bad,No,74.0,Male,CSE,0.0,0.0,5.0,2.0,3.0,4.0,1.0,0.0,0.75,1.0,45.0,1.25,87.66666666666667,45.52,6.88,True,Poor
3365,6.45,6.449200000000001,4.72,7.8,6.0558000000000005,23.0,8,4.68,29.5,0.86,0.48,6.0,7.61,6.0,3.55,6.0,6.0,6.0,6.0,Yes,Female,Commerce,156.0,52.0,82.0,70.0,80.0,Reading books,2 - 3 hour,Morning,15000.0,Yes,100%,1 - 30 Minute,0 - 30 minutes,fabulous,Bad,Yes,,,,,,,,,,,,2.5,1.0,15.0,1.0,77.33333333333333,38.15,2.58,True,Average
